;Fecha;Temperatura;Presion;Altitud;RPM;Vviento
1;6/03/2022 14:20;0;0;0;0;0
2;6/03/2022 14:20;0;0;0;0;0
3;6/03/2022 14:20;28.2;0;0;0;0
4;6/03/2022 14:20;28.2;8652;0;0;0
5;6/03/2022 14:20;28.2;8652;1311;0;0
6;6/03/2022 14:20;28.2;8652;1311;0;0
7;6/03/2022 14:20;28.2;8652;1311;0;0
8;6/03/2022 14:20;28.2;8652;1311;0;0
9;6/03/2022 14:20;28.2;8652;1311;0;0
10;6/03/2022 14:20;28.2;8652;1311;0;0
11;6/03/2022 14:20;28.2;8652;1311;0;0
12;6/03/2022 14:20;28.2;8652;1311;0;0
13;6/03/2022 14:20;28.2;8652;1311;0;0
14;6/03/2022 14:20;28.2;8653;1311;0;0
15;6/03/2022 14:20;28.2;8653;1311;0;0
16;6/03/2022 14:20;28.2;8653;1311;0;0
17;6/03/2022 14:20;28.2;8653;1311;0;0
18;6/03/2022 14:20;28.2;8653;1311;0;0
19;6/03/2022 14:20;28.2;8653;1311;0;0
20;6/03/2022 14:20;28.2;8653;1310;0;0
21;6/03/2022 14:20;28.2;8653;1310;0;0
22;6/03/2022 14:20;28.2;8653;1310;0;0
23;6/03/2022 14:20;28.2;8653;1310;0;0
24;6/03/2022 14:20;28.2;8653;1310;0;0
25;6/03/2022 14:20;28.2;8653;1311;0;0
26;6/03/2022 14:20;28.2;8653;1311;0;0
27;6/03/2022 14:20;28.2;8653;1311;0;0
28;6/03/2022 14:20;28.2;8653;1311;0;0
29;6/03/2022 14:20;28.2;8653;1311;0;0
30;6/03/2022 14:20;28.2;8653;1311;0;0
31;6/03/2022 14:20;28.2;8653;1311;0;0
32;6/03/2022 14:20;28.2;8653;1311;0;0
33;6/03/2022 14:20;28.2;8653;1311;0;0
34;6/03/2022 14:20;28.2;8653;1311;0;0
35;6/03/2022 14:20;28.2;8653;1310;0;0
36;6/03/2022 14:21;28.2;8653;1310;0;1
37;6/03/2022 14:21;28.2;8653;1310;0;1
38;6/03/2022 14:21;28.2;8653;1310;3;1
39;6/03/2022 14:21;28.2;8653;1310;3;1
40;6/03/2022 14:21;28.3;8653;1310;3;1
41;6/03/2022 14:21;28.3;8653;1310;3;1
42;6/03/2022 14:21;28.3;8653;1311;3;1
43;6/03/2022 14:21;28.3;8653;1311;3;1
44;6/03/2022 14:21;28.2;8653;1311;3;1
45;6/03/2022 14:21;28.2;8653;1311;3;1
46;6/03/2022 14:21;28.2;8653;1311;3;1
47;6/03/2022 14:21;28.2;8653;1311;3;1
48;6/03/2022 14:21;28.2;8653;1310;3;1
49;6/03/2022 14:21;28.2;8653;1310;3;1
50;6/03/2022 14:21;28.2;8653;1310;3;1
51;6/03/2022 14:21;28.2;8653;1310;3;1
52;6/03/2022 14:21;28.2;8653;1310;3;1
53;6/03/2022 14:21;28.2;8653;1310;3;1
54;6/03/2022 14:21;28.2;8653;1311;3;1
55;6/03/2022 14:21;28.2;8653;1311;3;1
56;6/03/2022 14:21;28.3;8653;1311;3;1
57;6/03/2022 14:21;28.3;8653;1311;3;1
58;6/03/2022 14:21;28.3;8653;1311;3;1
59;6/03/2022 14:21;28.3;8653;1311;3;1
60;6/03/2022 14:21;28.3;8653;1311;3;1
61;6/03/2022 14:21;28.3;8653;1311;3;1
62;6/03/2022 14:21;28.3;8653;1311;3;1
63;6/03/2022 14:21;28.3;8653;1311;3;0
64;6/03/2022 14:21;28.3;8653;1311;3;0
65;6/03/2022 14:21;28.3;8653;1311;3;0
66;6/03/2022 14:21;28.3;8653;1311;0;0
67;6/03/2022 14:21;28.3;8653;1311;0;0
68;6/03/2022 14:21;28.3;8653;1311;0;0
69;6/03/2022 14:21;28.3;8653;1311;0;0
